"id","data","type","timestamp","ano","mes","dia","hora"
"454","24.6406","temperature","2022-10-13 17:45:10.498883","2022","10","13","17"
"460","0.9459","powerfactor","2022-10-13 17:45:10.812653","2022","10","13","17"
"449","74.7557","pressure","2022-10-13 17:45:10.848572","2022","10","13","17"
"455","24.9339","temperature","2022-10-13 17:45:10.937614","2022","10","13","17"
"450","73.6009","pressure","2022-10-13 17:45:11.288221","2022","10","13","17"
"461","0.8172","powerfactor","2022-10-13 17:45:11.250091","2022","10","13","17"
"456","20.4126","temperature","2022-10-13 17:45:11.413916","2022","10","13","17"
"451","77.2923","pressure","2022-10-13 17:45:11.727213","2022","10","13","17"
"462","0.8914","powerfactor","2022-10-13 17:45:11.742822","2022","10","13","17"
"457","20.4704","temperature","2022-10-13 17:45:11.851219","2022","10","13","17"
"452","77.8988","pressure","2022-10-13 17:45:12.166793","2022","10","13","17"
"463","0.9124","powerfactor","2022-10-13 17:45:12.178940","2022","10","13","17"
"458","22.3336","temperature","2022-10-13 17:45:12.288761","2022","10","13","17"
"453","74.0998","pressure","2022-10-13 17:45:12.604592","2022","10","13","17"
"464","0.8807","powerfactor","2022-10-13 17:45:12.614666","2022","10","13","17"
"459","23.8735","temperature","2022-10-13 17:45:12.727028","2022","10","13","17"
"454","73.072","pressure","2022-10-13 17:45:13.043279","2022","10","13","17"
"465","0.8273","powerfactor","2022-10-13 17:45:13.052067","2022","10","13","17"
"460","20.4715","temperature","2022-10-13 17:45:13.163051","2022","10","13","17"
"455","78.3877","pressure","2022-10-13 17:45:13.482034","2022","10","13","17"
"466","0.9572","powerfactor","2022-10-13 17:45:13.487018","2022","10","13","17"
"461","24.5733","temperature","2022-10-13 17:45:13.599548","2022","10","13","17"
"467","0.7778","powerfactor","2022-10-13 17:45:13.923267","2022","10","13","17"
"456","77.5239","pressure","2022-10-13 17:45:13.920677","2022","10","13","17"
"462","23.9949","temperature","2022-10-13 17:45:14.036204","2022","10","13","17"
"468","0.8516","powerfactor","2022-10-13 17:45:14.358620","2022","10","13","17"
"457","70.3206","pressure","2022-10-13 17:45:14.361315","2022","10","13","17"
"463","20.9221","temperature","2022-10-13 17:45:14.474526","2022","10","13","17"
"469","0.8807","powerfactor","2022-10-13 17:45:14.795092","2022","10","13","17"
"458","79.4608","pressure","2022-10-13 17:45:14.802012","2022","10","13","17"
"464","22.8304","temperature","2022-10-13 17:45:14.911519","2022","10","13","17"
"470","0.7091","powerfactor","2022-10-13 17:45:15.233084","2022","10","13","17"
"459","77.2594","pressure","2022-10-13 17:45:15.239997","2022","10","13","17"
"465","22.3228","temperature","2022-10-13 17:45:15.349793","2022","10","13","17"
"471","0.7906","powerfactor","2022-10-13 17:45:15.668171","2022","10","13","17"
"460","77.176","pressure","2022-10-13 17:45:15.679098","2022","10","13","17"
"466","23.1485","temperature","2022-10-13 17:45:15.786860","2022","10","13","17"
"472","0.7831","powerfactor","2022-10-13 17:45:16.103821","2022","10","13","17"
"461","78.2349","pressure","2022-10-13 17:45:16.118155","2022","10","13","17"
"467","20.9889","temperature","2022-10-13 17:45:16.222799","2022","10","13","17"
"473","0.842","powerfactor","2022-10-13 17:45:16.539489","2022","10","13","17"
"462","76.1398","pressure","2022-10-13 17:45:16.557824","2022","10","13","17"
"468","23.8699","temperature","2022-10-13 17:45:16.660930","2022","10","13","17"
"474","0.9399","powerfactor","2022-10-13 17:45:16.975556","2022","10","13","17"
"463","74.0465","pressure","2022-10-13 17:45:16.997285","2022","10","13","17"
"469","20.7841","temperature","2022-10-13 17:45:17.098679","2022","10","13","17"
"475","0.8463","powerfactor","2022-10-13 17:45:17.412292","2022","10","13","17"
"464","79.7363","pressure","2022-10-13 17:45:17.436510","2022","10","13","17"
"470","23.9614","temperature","2022-10-13 17:45:17.534404","2022","10","13","17"
"476","0.7405","powerfactor","2022-10-13 17:45:17.848005","2022","10","13","17"
"465","76.7986","pressure","2022-10-13 17:45:17.877596","2022","10","13","17"
"471","20.1263","temperature","2022-10-13 17:45:17.970935","2022","10","13","17"
"477","0.8546","powerfactor","2022-10-13 17:45:18.285311","2022","10","13","17"
"466","72.4196","pressure","2022-10-13 17:45:18.317973","2022","10","13","17"
"472","22.2554","temperature","2022-10-13 17:45:18.409254","2022","10","13","17"
"478","0.7809","powerfactor","2022-10-13 17:45:18.720696","2022","10","13","17"
"467","78.1892","pressure","2022-10-13 17:45:18.756867","2022","10","13","17"
"473","22.4263","temperature","2022-10-13 17:45:18.847772","2022","10","13","17"
"479","0.9324","powerfactor","2022-10-13 17:45:19.156107","2022","10","13","17"
"468","75.124","pressure","2022-10-13 17:45:19.196675","2022","10","13","17"
"474","20.9263","temperature","2022-10-13 17:45:19.286201","2022","10","13","17"
"480","0.9111","powerfactor","2022-10-13 17:45:19.590737","2022","10","13","17"
"469","72.6764","pressure","2022-10-13 17:45:19.636082","2022","10","13","17"
"475","24.0985","temperature","2022-10-13 17:45:19.724672","2022","10","13","17"
"481","0.8782","powerfactor","2022-10-13 17:45:20.026543","2022","10","13","17"
"470","76.1762","pressure","2022-10-13 17:45:20.076340","2022","10","13","17"
"476","24.0786","temperature","2022-10-13 17:45:20.160831","2022","10","13","17"
"482","0.7991","powerfactor","2022-10-13 17:45:20.461147","2022","10","13","17"
"471","71.3509","pressure","2022-10-13 17:45:20.515561","2022","10","13","17"
"477","21.1737","temperature","2022-10-13 17:45:20.598265","2022","10","13","17"
"483","0.732","powerfactor","2022-10-13 17:45:20.898912","2022","10","13","17"
"472","73.5954","pressure","2022-10-13 17:45:20.953560","2022","10","13","17"
"478","23.4476","temperature","2022-10-13 17:45:21.036479","2022","10","13","17"
"484","0.8108","powerfactor","2022-10-13 17:45:21.334003","2022","10","13","17"
"473","71.726","pressure","2022-10-13 17:45:21.392298","2022","10","13","17"
"479","22.2765","temperature","2022-10-13 17:45:21.513733","2022","10","13","17"
"485","0.9795","powerfactor","2022-10-13 17:45:21.770730","2022","10","13","17"
"474","75.9206","pressure","2022-10-13 17:45:21.831987","2022","10","13","17"
"480","21.4796","temperature","2022-10-13 17:45:21.952060","2022","10","13","17"
"486","0.8657","powerfactor","2022-10-13 17:45:22.205956","2022","10","13","17"
"475","74.3695","pressure","2022-10-13 17:45:22.316210","2022","10","13","17"
"481","24.127","temperature","2022-10-13 17:45:22.390305","2022","10","13","17"
"487","0.9822","powerfactor","2022-10-13 17:45:22.640685","2022","10","13","17"
"476","70.4701","pressure","2022-10-13 17:45:22.754420","2022","10","13","17"
"482","20.7974","temperature","2022-10-13 17:45:22.828577","2022","10","13","17"
"488","0.9264","powerfactor","2022-10-13 17:45:23.075621","2022","10","13","17"
"477","75.9863","pressure","2022-10-13 17:45:23.192473","2022","10","13","17"
"483","24.9771","temperature","2022-10-13 17:45:23.265904","2022","10","13","17"
"489","0.9719","powerfactor","2022-10-13 17:45:23.510766","2022","10","13","17"
"478","70.3791","pressure","2022-10-13 17:45:23.631306","2022","10","13","17"
"484","20.118","temperature","2022-10-13 17:45:23.703114","2022","10","13","17"
"490","0.7487","powerfactor","2022-10-13 17:45:23.945888","2022","10","13","17"
"479","72.5365","pressure","2022-10-13 17:45:24.069653","2022","10","13","17"
"485","23.7428","temperature","2022-10-13 17:45:24.142910","2022","10","13","17"
"491","0.9978","powerfactor","2022-10-13 17:45:24.380085","2022","10","13","17"
"480","71.9545","pressure","2022-10-13 17:45:24.508353","2022","10","13","17"
"486","23.3865","temperature","2022-10-13 17:45:24.579719","2022","10","13","17"
"492","0.7979","powerfactor","2022-10-13 17:45:24.818564","2022","10","13","17"
"481","72.3618","pressure","2022-10-13 17:45:24.948131","2022","10","13","17"
"487","22.5823","temperature","2022-10-13 17:45:25.041761","2022","10","13","17"
"493","0.7172","powerfactor","2022-10-13 17:45:25.254220","2022","10","13","17"
"482","79.7001","pressure","2022-10-13 17:45:25.389644","2022","10","13","17"
"488","22.4875","temperature","2022-10-13 17:45:25.478783","2022","10","13","17"
"494","0.8289","powerfactor","2022-10-13 17:45:25.691498","2022","10","13","17"
"483","79.4736","pressure","2022-10-13 17:45:25.829153","2022","10","13","17"
"489","21.966","temperature","2022-10-13 17:45:25.916477","2022","10","13","17"
"495","0.9501","powerfactor","2022-10-13 17:45:26.128005","2022","10","13","17"
"484","72.8619","pressure","2022-10-13 17:45:26.267701","2022","10","13","17"
"490","24.4327","temperature","2022-10-13 17:45:26.354779","2022","10","13","17"
"496","0.94","powerfactor","2022-10-13 17:45:26.563227","2022","10","13","17"
"485","75.7702","pressure","2022-10-13 17:45:26.706476","2022","10","13","17"
"491","24.4914","temperature","2022-10-13 17:45:26.790871","2022","10","13","17"
"497","0.8206","powerfactor","2022-10-13 17:45:27.001701","2022","10","13","17"
"486","75.4025","pressure","2022-10-13 17:45:27.145912","2022","10","13","17"
"492","22.7639","temperature","2022-10-13 17:45:27.228054","2022","10","13","17"
"498","0.7621","powerfactor","2022-10-13 17:45:27.436217","2022","10","13","17"
"487","78.1908","pressure","2022-10-13 17:45:27.584848","2022","10","13","17"
"493","22.4943","temperature","2022-10-13 17:45:27.664444","2022","10","13","17"
"499","0.8526","powerfactor","2022-10-13 17:45:27.871041","2022","10","13","17"
"488","78.6435","pressure","2022-10-13 17:45:28.024673","2022","10","13","17"
"494","21.7246","temperature","2022-10-13 17:45:28.102177","2022","10","13","17"
"500","0.8156","powerfactor","2022-10-13 17:45:28.309193","2022","10","13","17"
"489","75.7276","pressure","2022-10-13 17:45:28.464361","2022","10","13","17"
"495","23.6034","temperature","2022-10-13 17:45:28.540248","2022","10","13","17"
"501","0.8383","powerfactor","2022-10-13 17:45:28.745130","2022","10","13","17"
"490","78.5203","pressure","2022-10-13 17:45:28.902357","2022","10","13","17"
"496","20.0021","temperature","2022-10-13 17:45:28.977936","2022","10","13","17"
"502","0.735","powerfactor","2022-10-13 17:45:29.180321","2022","10","13","17"
"491","73.966","pressure","2022-10-13 17:45:29.342138","2022","10","13","17"
"497","22.1412","temperature","2022-10-13 17:45:29.425126","2022","10","13","17"
"503","0.7903","powerfactor","2022-10-13 17:45:29.616859","2022","10","13","17"
"492","73.1596","pressure","2022-10-13 17:45:29.781998","2022","10","13","17"
"498","22.3779","temperature","2022-10-13 17:45:29.862170","2022","10","13","17"
"504","0.8664","powerfactor","2022-10-13 17:45:30.051315","2022","10","13","17"
"493","79.5972","pressure","2022-10-13 17:45:30.222026","2022","10","13","17"
"499","22.4503","temperature","2022-10-13 17:45:30.300467","2022","10","13","17"
"505","0.7335","powerfactor","2022-10-13 17:45:30.487809","2022","10","13","17"
"494","73.5468","pressure","2022-10-13 17:45:30.661998","2022","10","13","17"
"500","21.7174","temperature","2022-10-13 17:45:30.742721","2022","10","13","17"
"506","0.8583","powerfactor","2022-10-13 17:45:30.924227","2022","10","13","17"
"495","78.3224","pressure","2022-10-13 17:45:31.102584","2022","10","13","17"
"501","22.4711","temperature","2022-10-13 17:45:31.178621","2022","10","13","17"
"507","0.9536","powerfactor","2022-10-13 17:45:31.359858","2022","10","13","17"
"496","76.8199","pressure","2022-10-13 17:45:31.541937","2022","10","13","17"
"502","21.6118","temperature","2022-10-13 17:45:31.615700","2022","10","13","17"
"508","0.8837","powerfactor","2022-10-13 17:45:31.794479","2022","10","13","17"
"497","72.1481","pressure","2022-10-13 17:45:31.980983","2022","10","13","17"
"503","21.5387","temperature","2022-10-13 17:45:32.051855","2022","10","13","17"
"509","0.7734","powerfactor","2022-10-13 17:45:32.233569","2022","10","13","17"
"498","79.3091","pressure","2022-10-13 17:45:32.421472","2022","10","13","17"
"504","23.0326","temperature","2022-10-13 17:45:32.487915","2022","10","13","17"
"510","0.783","powerfactor","2022-10-13 17:45:32.668186","2022","10","13","17"
"499","78.3835","pressure","2022-10-13 17:45:32.860354","2022","10","13","17"
"505","21.4589","temperature","2022-10-13 17:45:32.926084","2022","10","13","17"
"511","0.931","powerfactor","2022-10-13 17:45:33.105066","2022","10","13","17"
"500","78.5169","pressure","2022-10-13 17:45:33.300079","2022","10","13","17"
"506","24.6421","temperature","2022-10-13 17:45:33.362980","2022","10","13","17"
"512","0.8722","powerfactor","2022-10-13 17:45:33.541193","2022","10","13","17"
"501","71.3392","pressure","2022-10-13 17:45:33.740391","2022","10","13","17"
"507","24.1067","temperature","2022-10-13 17:45:33.804898","2022","10","13","17"
"513","0.722","powerfactor","2022-10-13 17:45:33.978089","2022","10","13","17"
"502","79.7145","pressure","2022-10-13 17:45:34.180057","2022","10","13","17"
"508","24.7506","temperature","2022-10-13 17:45:34.243167","2022","10","13","17"
"514","0.7491","powerfactor","2022-10-13 17:45:34.412645","2022","10","13","17"
"503","74.8197","pressure","2022-10-13 17:45:34.620145","2022","10","13","17"
"509","24.8032","temperature","2022-10-13 17:45:34.680379","2022","10","13","17"
"515","0.9924","powerfactor","2022-10-13 17:45:34.848873","2022","10","13","17"
"504","70.7502","pressure","2022-10-13 17:45:35.058908","2022","10","13","17"
"510","24.7806","temperature","2022-10-13 17:45:35.116501","2022","10","13","17"
"516","0.7665","powerfactor","2022-10-13 17:45:35.287389","2022","10","13","17"
"505","70.5497","pressure","2022-10-13 17:45:35.499006","2022","10","13","17"
"511","24.1184","temperature","2022-10-13 17:45:35.552835","2022","10","13","17"
"517","0.7671","powerfactor","2022-10-13 17:45:35.725075","2022","10","13","17"
"506","76.6897","pressure","2022-10-13 17:45:35.939656","2022","10","13","17"
"512","24.8203","temperature","2022-10-13 17:45:35.988941","2022","10","13","17"
"518","0.7694","powerfactor","2022-10-13 17:45:36.160508","2022","10","13","17"
"507","79.5374","pressure","2022-10-13 17:45:36.378978","2022","10","13","17"
"513","24.9551","temperature","2022-10-13 17:45:36.424785","2022","10","13","17"
"519","0.7127","powerfactor","2022-10-13 17:45:36.598925","2022","10","13","17"
"508","79.8958","pressure","2022-10-13 17:45:36.818988","2022","10","13","17"
"514","23.3996","temperature","2022-10-13 17:45:36.861826","2022","10","13","17"
"520","0.9799","powerfactor","2022-10-13 17:45:37.036135","2022","10","13","17"
"509","74.2841","pressure","2022-10-13 17:45:37.259968","2022","10","13","17"
"515","22.0259","temperature","2022-10-13 17:45:37.299799","2022","10","13","17"
"521","0.9436","powerfactor","2022-10-13 17:45:37.471537","2022","10","13","17"
"510","73.2763","pressure","2022-10-13 17:45:37.699889","2022","10","13","17"
"516","21.1721","temperature","2022-10-13 17:45:37.737440","2022","10","13","17"
"522","0.9006","powerfactor","2022-10-13 17:45:37.909561","2022","10","13","17"
"511","77.2526","pressure","2022-10-13 17:45:38.138556","2022","10","13","17"
"517","24.5758","temperature","2022-10-13 17:45:38.174687","2022","10","13","17"
"523","0.743","powerfactor","2022-10-13 17:45:38.344123","2022","10","13","17"
"512","77.4187","pressure","2022-10-13 17:45:38.578431","2022","10","13","17"
"518","23.7944","temperature","2022-10-13 17:45:38.610875","2022","10","13","17"
"524","0.7599","powerfactor","2022-10-13 17:45:38.779688","2022","10","13","17"
"513","75.3525","pressure","2022-10-13 17:45:39.019377","2022","10","13","17"
"519","21.7372","temperature","2022-10-13 17:45:39.047649","2022","10","13","17"
"525","0.71","powerfactor","2022-10-13 17:45:39.217616","2022","10","13","17"
"514","76.2824","pressure","2022-10-13 17:45:39.458523","2022","10","13","17"
"520","22.2225","temperature","2022-10-13 17:45:39.487778","2022","10","13","17"
"526","0.9685","powerfactor","2022-10-13 17:45:39.653001","2022","10","13","17"
"515","77.5411","pressure","2022-10-13 17:45:39.897947","2022","10","13","17"
"521","23.4517","temperature","2022-10-13 17:45:39.926096","2022","10","13","17"
"527","0.8584","powerfactor","2022-10-13 17:45:40.088483","2022","10","13","17"
"516","77.6873","pressure","2022-10-13 17:45:40.336668","2022","10","13","17"
"522","24.7107","temperature","2022-10-13 17:45:40.364517","2022","10","13","17"
"528","0.9458","powerfactor","2022-10-13 17:45:40.523337","2022","10","13","17"
"517","79.6768","pressure","2022-10-13 17:45:40.775530","2022","10","13","17"
"523","22.7323","temperature","2022-10-13 17:45:40.801721","2022","10","13","17"
"518","70.2225","pressure","2022-10-13 17:45:41.213764","2022","10","13","17"
"524","23.0196","temperature","2022-10-13 17:45:41.237713","2022","10","13","17"
"529","0.9432","powerfactor","2022-10-13 17:45:40.958519","2022","10","13","17"
"519","78.4165","pressure","2022-10-13 17:45:41.653602","2022","10","13","17"
"525","24.6574","temperature","2022-10-13 17:45:41.675373","2022","10","13","17"
"530","0.7163","powerfactor","2022-10-13 17:45:41.826409","2022","10","13","17"
"520","71.8354","pressure","2022-10-13 17:45:42.093411","2022","10","13","17"
"526","20.8546","temperature","2022-10-13 17:45:42.113579","2022","10","13","17"
"531","0.8435","powerfactor","2022-10-13 17:45:42.262992","2022","10","13","17"
"521","72.287","pressure","2022-10-13 17:45:42.531697","2022","10","13","17"
"532","0.722","powerfactor","2022-10-13 17:45:42.700659","2022","10","13","17"
"522","78.7728","pressure","2022-10-13 17:45:42.970172","2022","10","13","17"
"527","20.846","temperature","2022-10-13 17:45:42.550798","2022","10","13","17"
"533","0.8163","powerfactor","2022-10-13 17:45:43.136447","2022","10","13","17"
"523","77.7036","pressure","2022-10-13 17:45:43.409256","2022","10","13","17"
"528","21.9833","temperature","2022-10-13 17:45:43.439588","2022","10","13","17"
"534","0.8511","powerfactor","2022-10-13 17:45:43.573484","2022","10","13","17"
"524","76.1679","pressure","2022-10-13 17:45:43.847901","2022","10","13","17"
"529","20.4751","temperature","2022-10-13 17:45:43.881790","2022","10","13","17"
"535","0.8776","powerfactor","2022-10-13 17:45:44.009965","2022","10","13","17"
"530","20.4923","temperature","2022-10-13 17:45:44.320602","2022","10","13","17"
"536","0.8063","powerfactor","2022-10-13 17:45:44.444692","2022","10","13","17"
"525","77.8342","pressure","2022-10-13 17:45:44.287807","2022","10","13","17"
"531","22.717","temperature","2022-10-13 17:45:44.758427","2022","10","13","17"
"537","0.985","powerfactor","2022-10-13 17:45:44.879687","2022","10","13","17"
"526","70.6584","pressure","2022-10-13 17:45:45.144045","2022","10","13","17"
"532","22.6306","temperature","2022-10-13 17:45:45.197125","2022","10","13","17"
"538","0.9901","powerfactor","2022-10-13 17:45:45.317418","2022","10","13","17"
"527","73.9249","pressure","2022-10-13 17:45:45.580238","2022","10","13","17"
"533","20.5277","temperature","2022-10-13 17:45:45.636225","2022","10","13","17"
"539","0.7989","powerfactor","2022-10-13 17:45:45.755582","2022","10","13","17"
"528","70.7445","pressure","2022-10-13 17:45:46.015777","2022","10","13","17"
"534","20.3263","temperature","2022-10-13 17:45:46.074896","2022","10","13","17"
"540","0.9849","powerfactor","2022-10-13 17:45:46.193718","2022","10","13","17"
"529","73.8126","pressure","2022-10-13 17:45:46.452566","2022","10","13","17"
"535","24.1955","temperature","2022-10-13 17:45:46.514240","2022","10","13","17"
"541","0.739","powerfactor","2022-10-13 17:45:46.628359","2022","10","13","17"
"530","77.4035","pressure","2022-10-13 17:45:46.891314","2022","10","13","17"
"536","22.6443","temperature","2022-10-13 17:45:46.952918","2022","10","13","17"
